User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U00898,20,Other,Lucknow,Google Pixel,Android,5.3,42.4,162.0,23.0,2.1,1622,5.8,2.4,799,Gaming
U00899,50,Female,Jaipur,OnePlus,Android,1.8,32.1,62.2,108.0,1.3,2949,2.5,4.8,227,Entertainment
U00900,33,Other,Chennai,Samsung,iOS,9.6,30.3,136.1,164.0,2.9,8365,4.4,4.6,1904,Gaming
U00901,17,Male,Jaipur,Motorola,Android,3.5,22.6,64.3,97.0,4.6,5033,3.7,3.8,1711,Social Media
U00902,24,Other,Chennai,Samsung,Android,8.9,14.6,290.4,78.0,6.0,4309,4.4,3.4,1362,Work
U00903,36,Female,Ahmedabad,Google Pixel,Android,5.1,47.9,276.8,166.0,3.1,2613,5.3,1.3,769,Entertainment
U00904,49,Other,Jaipur,Google Pixel,iOS,4.3,15.2,272.9,142.0,2.4,9435,0.6,0.5,115,Education
U00905,39,Male,Jaipur,Vivo,iOS,11.8,18.3,211.5,49.0,4.3,2293,6.3,4.1,110,Entertainment
U00906,43,Male,Jaipur,Vivo,iOS,11.9,1.9,28.0,54.0,4.6,9860,6.6,4.9,1066,Work
U00907,25,Female,Hyderabad,Samsung,iOS,5.2,14.6,278.2,167.0,1.3,2611,3.3,4.7,1888,Social Media
U00908,32,Other,Bangalore,Apple,Android,11.4,41.6,20.2,200.0,4.2,6800,3.5,0.5,1240,Education
U00909,19,Male,Jaipur,Samsung,iOS,9.7,43.5,122.1,200.0,5.0,662,4.4,3.0,755,Gaming
U00910,21,Other,Delhi,Samsung,Android,3.9,13.5,10.0,102.0,1.8,103,5.6,1.6,1302,Gaming
U00911,33,Other,Mumbai,Motorola,iOS,2.7,33.3,12.0,123.0,5.5,2840,3.3,2.1,572,Entertainment
U00912,57,Male,Jaipur,Motorola,Android,6.0,47.3,95.5,24.0,2.5,7876,7.1,4.5,1547,Work
U00913,20,Female,Bangalore,Google Pixel,iOS,7.9,5.1,203.6,168.0,2.2,100,6.4,1.8,179,Social Media
U00914,45,Male,Ahmedabad,Apple,iOS,7.9,21.7,126.1,168.0,1.1,9505,2.9,4.2,1170,Social Media
U00915,50,Other,Mumbai,Motorola,Android,7.2,1.7,8.8,144.0,4.7,9135,6.5,0.1,1002,Social Media
U00916,39,Male,Delhi,Realme,Android,7.0,38.9,5.3,155.0,4.0,8092,4.5,3.5,609,Education
U00917,46,Male,Ahmedabad,Samsung,Android,9.7,17.6,48.2,17.0,3.7,8327,3.0,0.5,1327,Work
U00918,31,Other,Bangalore,Samsung,Android,4.8,29.8,210.8,55.0,4.7,5112,2.2,3.4,1156,Work
U00919,17,Female,Mumbai,OnePlus,Android,4.0,49.6,65.9,101.0,3.2,5058,1.1,4.8,776,Entertainment
U00920,26,Male,Bangalore,Realme,Android,10.9,8.9,122.8,131.0,3.8,532,2.7,0.1,1425,Entertainment
U00921,37,Female,Kolkata,Motorola,Android,11.7,45.9,239.7,123.0,2.6,5853,3.8,1.6,1274,Work
U00922,42,Female,Mumbai,Xiaomi,Android,6.6,26.4,273.9,176.0,2.4,8637,4.2,4.2,1251,Social Media
U00923,58,Male,Kolkata,Samsung,iOS,8.6,18.7,23.0,115.0,1.4,7775,6.0,2.3,937,Work
U00924,48,Other,Mumbai,Motorola,iOS,2.9,33.8,127.6,168.0,4.7,5825,1.4,1.3,981,Work
U00925,57,Male,Chennai,Motorola,iOS,10.2,20.0,168.4,102.0,3.6,6350,2.7,4.3,1226,Gaming
U00926,26,Male,Jaipur,Xiaomi,Android,10.4,22.2,181.5,62.0,1.0,5587,2.5,0.1,1984,Social Media
U00927,40,Male,Lucknow,Realme,iOS,6.1,12.4,124.4,180.0,3.4,4594,7.2,2.2,340,Education
U00928,20,Other,Jaipur,Xiaomi,Android,11.5,20.7,16.7,57.0,5.2,7179,6.4,1.0,1306,Work
U00929,48,Male,Lucknow,Realme,iOS,5.7,38.9,169.9,58.0,2.3,1036,6.2,0.1,1798,Education
U00930,37,Male,Hyderabad,Nokia,iOS,5.9,17.5,223.7,85.0,4.0,6624,4.1,0.4,589,Education
U00931,25,Male,Bangalore,Realme,Android,3.2,16.0,65.0,26.0,1.3,9263,4.8,2.9,1845,Gaming
U00932,37,Female,Bangalore,Nokia,Android,12.0,40.9,260.5,97.0,3.1,2469,3.5,3.0,1636,Education
U00933,57,Male,Jaipur,Realme,Android,3.9,32.4,184.9,193.0,4.6,5938,1.2,3.5,1765,Social Media
U00934,49,Other,Mumbai,Vivo,Android,3.2,9.1,38.2,70.0,3.6,4025,0.8,3.2,152,Entertainment
U00935,55,Other,Mumbai,Samsung,iOS,12.0,3.4,209.7,190.0,4.3,706,4.9,1.1,987,Entertainment
U00936,19,Other,Lucknow,Oppo,iOS,4.3,19.3,15.5,59.0,0.8,7340,7.9,3.1,1301,Social Media
U00937,59,Other,Hyderabad,OnePlus,iOS,5.6,34.1,231.3,11.0,4.2,3297,7.8,4.4,936,Entertainment
U00938,53,Male,Delhi,Apple,Android,3.1,4.5,243.2,122.0,3.3,4310,2.6,1.4,539,Education
U00939,26,Female,Chennai,Samsung,iOS,9.4,35.0,162.1,146.0,0.7,2143,7.1,2.5,593,Gaming
U00940,18,Male,Lucknow,Google Pixel,Android,5.3,48.4,109.2,91.0,3.9,9638,1.7,2.5,1830,Social Media
U00941,48,Female,Bangalore,Apple,Android,2.1,30.4,270.6,163.0,1.0,4977,5.2,3.6,1610,Entertainment
U00942,25,Female,Jaipur,Samsung,iOS,1.3,39.7,178.9,59.0,4.9,8044,7.1,1.1,1931,Work
U00943,32,Other,Chennai,Realme,Android,5.4,37.7,260.0,43.0,3.2,8278,5.8,3.1,1242,Gaming
U00944,48,Male,Lucknow,OnePlus,Android,10.5,18.7,47.4,10.0,2.6,8845,1.8,4.0,1397,Gaming
U00945,29,Female,Delhi,Oppo,Android,1.7,29.2,151.9,179.0,4.4,7862,3.7,1.3,576,Social Media
U00946,50,Female,Chennai,OnePlus,Android,2.4,46.1,75.9,46.0,5.1,6907,3.6,3.4,1800,Education
U00947,52,Male,Chennai,Vivo,iOS,2.4,9.5,92.8,150.0,4.3,3663,4.5,1.1,1381,Gaming
U00948,56,Female,Bangalore,Realme,iOS,3.6,5.1,76.4,94.0,4.1,2168,1.2,0.2,1155,Gaming
U00949,29,Female,Jaipur,Realme,iOS,3.1,37.4,5.0,78.0,0.7,5613,7.7,3.9,112,Education
U00950,37,Male,Chennai,Apple,Android,10.3,14.9,117.3,59.0,5.0,9876,5.0,1.8,1657,Social Media
U00951,41,Female,Bangalore,Oppo,Android,11.2,33.9,133.0,72.0,2.7,4366,4.7,4.3,965,Education
U00952,28,Other,Hyderabad,OnePlus,Android,10.2,23.2,6.4,128.0,5.3,3886,7.6,0.4,966,Work
U00953,50,Other,Mumbai,Motorola,iOS,4.8,46.0,95.0,192.0,4.7,6180,5.8,2.4,233,Education
U00954,23,Male,Chennai,Motorola,Android,6.4,13.1,28.2,126.0,0.5,4109,5.1,0.5,485,Entertainment
U00955,41,Male,Hyderabad,Xiaomi,Android,10.5,17.4,90.8,60.0,3.5,8615,8.0,1.7,387,Gaming
U00956,53,Female,Delhi,Oppo,Android,7.5,40.4,168.4,61.0,2.6,4249,0.8,2.2,683,Work
U00957,31,Female,Kolkata,Google Pixel,iOS,1.6,40.0,257.5,199.0,1.0,8201,3.3,3.2,925,Education
U00958,15,Other,Mumbai,Motorola,Android,4.2,17.3,286.7,198.0,4.3,9613,2.7,3.0,1989,Entertainment
U00959,45,Female,Mumbai,Motorola,iOS,5.0,33.6,189.2,37.0,4.6,5455,1.9,4.0,1328,Entertainment
U00960,31,Other,Mumbai,Oppo,Android,8.7,12.4,198.4,136.0,4.8,1321,6.8,4.4,1208,Social Media
U00961,56,Other,Delhi,Samsung,Android,1.9,47.0,223.1,123.0,4.1,2743,6.4,1.8,1952,Education
U00962,31,Female,Delhi,Nokia,iOS,9.0,14.2,195.7,105.0,3.8,843,2.7,3.1,520,Entertainment
U00963,38,Male,Jaipur,Google Pixel,Android,10.0,42.6,187.6,22.0,5.0,9556,7.2,4.2,1508,Gaming
U00964,39,Other,Ahmedabad,Xiaomi,iOS,2.0,16.6,114.3,169.0,0.5,2617,1.0,3.7,845,Gaming
U00965,16,Female,Mumbai,Oppo,iOS,9.1,37.2,194.7,13.0,1.4,203,3.1,1.9,277,Work
U00966,26,Other,Ahmedabad,Nokia,iOS,2.7,7.5,27.0,157.0,3.7,7433,2.7,3.4,691,Entertainment
U00967,57,Female,Kolkata,Oppo,Android,7.7,22.2,118.8,132.0,0.5,612,7.7,0.4,1132,Gaming
U00968,56,Male,Bangalore,Xiaomi,iOS,7.5,19.7,271.9,192.0,3.6,104,4.1,2.6,105,Gaming
U00969,21,Other,Chennai,Google Pixel,iOS,5.8,30.1,160.2,183.0,5.2,4200,6.6,4.8,148,Work
U00970,53,Other,Ahmedabad,Apple,Android,4.7,30.9,286.1,87.0,4.3,3619,4.9,3.7,1908,Education
U00971,41,Female,Chennai,Xiaomi,iOS,5.4,41.4,134.6,22.0,1.9,8905,5.7,0.4,546,Entertainment
U00972,25,Female,Ahmedabad,Nokia,Android,3.1,43.1,204.2,34.0,2.4,5758,3.2,1.8,1634,Social Media
U00973,39,Female,Kolkata,Motorola,Android,1.6,36.1,132.0,74.0,3.2,7131,5.4,3.3,208,Gaming
U00974,53,Female,Delhi,Google Pixel,iOS,7.6,13.6,97.7,165.0,1.3,4709,1.2,3.0,1541,Gaming
U00975,44,Other,Delhi,Oppo,iOS,4.9,8.1,31.9,133.0,5.7,129,5.4,4.5,1813,Social Media
U00976,33,Female,Ahmedabad,Vivo,iOS,11.9,40.9,213.7,115.0,6.0,8707,6.7,3.8,479,Education
U00977,26,Female,Kolkata,Xiaomi,Android,9.2,26.0,268.3,186.0,0.7,9028,0.8,1.0,648,Work
U00978,58,Male,Jaipur,Motorola,iOS,7.3,7.1,139.6,70.0,3.4,5904,4.9,0.6,1930,Work
U00979,53,Other,Hyderabad,Realme,Android,11.3,6.3,272.6,84.0,2.1,7125,5.6,1.5,471,Education
U00980,17,Female,Jaipur,Vivo,iOS,1.4,12.7,143.6,35.0,5.3,8130,3.1,4.9,133,Gaming
U00981,60,Female,Pune,OnePlus,iOS,9.1,3.5,44.0,170.0,1.7,8897,3.4,0.2,1199,Social Media
U00982,35,Male,Lucknow,OnePlus,Android,4.3,8.5,182.9,98.0,3.8,3693,7.0,1.6,517,Education
U00983,34,Female,Lucknow,Nokia,Android,10.8,30.2,259.7,149.0,5.8,2961,2.7,4.2,858,Social Media
U00984,16,Other,Delhi,Vivo,Android,8.8,17.4,107.5,164.0,4.2,3517,0.6,2.6,673,Work
U00985,38,Female,Bangalore,Vivo,Android,11.3,42.0,58.7,48.0,3.9,4181,5.1,3.0,962,Work
U00986,54,Female,Chennai,Motorola,Android,6.7,16.5,150.7,33.0,2.0,4394,7.5,2.3,604,Social Media
U00987,58,Other,Mumbai,Realme,iOS,1.7,32.3,29.5,183.0,1.5,4538,4.9,4.6,1737,Work
U00988,50,Female,Pune,Oppo,iOS,1.8,16.4,288.3,83.0,3.3,7587,4.6,0.5,1348,Entertainment
U00989,54,Other,Jaipur,Realme,Android,1.8,29.7,88.9,51.0,4.0,8727,1.3,4.1,381,Social Media
U00990,52,Other,Hyderabad,Xiaomi,iOS,6.6,47.2,275.0,19.0,1.5,420,6.8,3.4,1594,Work
U00991,25,Other,Ahmedabad,Xiaomi,iOS,3.2,23.8,255.3,15.0,5.6,8416,7.5,1.9,497,Gaming
U00992,39,Male,Hyderabad,Motorola,iOS,7.7,7.9,266.0,74.0,4.7,8067,4.8,4.5,152,Gaming
U00993,23,Female,Ahmedabad,Samsung,iOS,3.9,49.0,91.0,139.0,1.7,5757,0.8,4.9,1620,Work
U00994,29,Female,Lucknow,Realme,Android,3.7,41.7,277.1,91.0,5.4,4814,5.1,0.5,1690,Entertainment
U00995,50,Female,Pune,OnePlus,iOS,11.5,4.7,137.9,77.0,5.4,1283,4.7,1.3,1467,Education
U00996,50,Female,Bangalore,Motorola,iOS,2.9,20.9,187.1,167.0,1.3,3075,7.3,4.5,602,Education
U00997,16,Other,Delhi,Oppo,Android,6.6,47.3,70.0,131.0,5.6,231,3.5,0.3,180,Entertainment
U00998,52,Other,Mumbai,Realme,iOS,8.6,38.8,192.2,182.0,3.6,4080,1.2,2.9,620,Entertainment
U00999,46,Female,Chennai,Realme,Android,11.1,19.7,293.0,115.0,1.3,2857,5.9,1.6,945,Entertainment
U01000,29,Other,Bangalore,Motorola,Android,3.8,44.1,178.4,60.0,0.6,2199,3.5,0.1,1010,Gaming
U01001,54,Other,Lucknow,Realme,Android,5.3,44.3,157.1,26.0,5.4,5073,5.4,4.0,654,Entertainment
U01002,22,Male,Bangalore,Apple,Android,3.1,11.4,13.9,131.0,4.1,3651,5.8,0.9,1530,Social Media
U01003,29,Other,Delhi,Motorola,Android,6.4,35.1,185.3,189.0,1.8,8202,1.7,2.4,1434,Gaming
U01004,55,Other,Lucknow,Motorola,iOS,1.5,35.1,119.5,28.0,2.2,7606,5.8,3.4,832,Work
U01005,20,Female,Lucknow,Apple,Android,8.4,35.1,288.1,135.0,1.5,9479,3.4,2.7,1991,Education
U01006,27,Female,Chennai,Xiaomi,Android,4.9,5.3,25.2,88.0,5.9,5452,7.2,2.4,980,Gaming
U01007,22,Male,Pune,Apple,Android,10.4,1.3,31.2,26.0,1.7,4477,7.2,3.0,1243,Gaming
U01008,25,Male,Hyderabad,Realme,iOS,11.1,27.7,202.5,64.0,4.7,6823,2.7,1.0,1523,Education
U01009,49,Other,Jaipur,Samsung,iOS,8.3,49.2,284.6,17.0,3.6,1092,4.5,1.0,547,Work
U01010,53,Other,Mumbai,Motorola,Android,5.2,38.0,197.9,171.0,5.9,3055,7.8,4.7,1231,Gaming
U01011,31,Female,Pune,Apple,iOS,10.5,17.6,227.6,13.0,3.3,560,7.9,1.7,1063,Gaming
U01012,50,Other,Lucknow,Xiaomi,iOS,2.8,4.5,127.4,101.0,4.0,202,3.5,3.0,106,Gaming
U01013,38,Female,Hyderabad,Samsung,iOS,10.5,24.5,72.5,25.0,6.0,9280,1.4,2.7,1636,Entertainment
U01014,16,Male,Chennai,Oppo,Android,5.9,1.1,16.5,175.0,2.0,1906,3.8,3.3,564,Education
U01015,26,Other,Ahmedabad,OnePlus,iOS,3.4,19.0,159.8,140.0,5.6,4606,2.8,2.1,328,Social Media
U01016,47,Female,Delhi,OnePlus,Android,11.4,4.7,50.4,133.0,2.3,8829,3.7,3.5,1704,Gaming
U01017,53,Other,Kolkata,OnePlus,iOS,2.0,32.7,60.2,106.0,1.5,5020,3.7,0.7,1357,Education
U01018,34,Male,Kolkata,Realme,iOS,8.9,42.7,199.9,66.0,1.1,238,1.5,3.4,318,Work
U01019,24,Female,Pune,Motorola,Android,2.9,19.5,289.9,43.0,5.6,9437,6.5,3.5,656,Social Media
U01020,26,Other,Delhi,Google Pixel,Android,9.5,35.6,113.4,184.0,0.7,2735,3.3,1.8,1083,Work
U01021,43,Female,Ahmedabad,OnePlus,iOS,4.2,3.2,18.7,172.0,0.6,1183,7.5,2.5,1177,Social Media
U01022,55,Female,Bangalore,Samsung,Android,6.7,25.8,66.3,148.0,5.7,3905,4.4,0.4,1555,Gaming
U01023,52,Male,Jaipur,OnePlus,iOS,3.3,14.7,53.3,68.0,0.7,615,3.6,4.2,1995,Social Media
U01024,45,Male,Jaipur,Motorola,iOS,6.7,40.3,136.5,89.0,6.0,4755,1.7,1.9,1535,Entertainment
U01025,32,Female,Bangalore,Motorola,Android,8.7,35.4,136.1,67.0,1.1,6807,1.9,4.6,1729,Entertainment
U01026,45,Other,Delhi,Xiaomi,Android,10.9,39.9,76.5,111.0,5.6,2587,7.0,3.1,497,Social Media
U01027,27,Other,Ahmedabad,Samsung,iOS,2.3,8.2,85.4,129.0,2.4,3998,2.1,2.7,972,Education
U01028,23,Male,Jaipur,Xiaomi,Android,6.0,12.3,77.0,48.0,3.6,1549,3.3,3.6,1132,Work
U01029,43,Female,Ahmedabad,Vivo,Android,11.2,9.2,94.4,128.0,4.3,2989,4.5,2.2,641,Social Media
U01030,15,Other,Mumbai,Oppo,iOS,5.5,10.5,144.7,88.0,2.8,3437,3.5,3.0,819,Social Media
U01031,34,Female,Bangalore,Motorola,iOS,3.2,47.8,54.3,170.0,2.6,4869,7.6,1.5,341,Gaming
U01032,22,Female,Lucknow,Realme,Android,10.7,24.1,66.3,51.0,4.5,2282,1.1,3.8,1318,Entertainment
U01033,29,Male,Mumbai,Oppo,Android,10.3,44.6,112.7,34.0,3.3,8241,3.4,3.5,886,Entertainment
U01034,24,Other,Jaipur,Samsung,iOS,10.6,32.9,140.7,106.0,3.8,446,7.5,1.3,638,Gaming
U01035,50,Other,Bangalore,Vivo,Android,2.2,39.7,278.6,178.0,5.3,8732,6.1,3.7,1220,Entertainment
U01036,49,Male,Jaipur,Xiaomi,Android,2.9,43.3,215.9,148.0,3.6,1017,5.2,4.3,161,Social Media
U01037,56,Male,Delhi,OnePlus,Android,5.0,27.0,202.2,179.0,1.8,8288,3.3,3.1,927,Entertainment
U01038,37,Other,Mumbai,Nokia,Android,6.9,18.7,114.9,10.0,3.8,9076,0.9,1.4,1997,Gaming
U01039,44,Female,Lucknow,Nokia,Android,10.1,37.2,97.7,51.0,4.6,7651,7.8,4.6,1234,Gaming
U01040,21,Other,Delhi,Nokia,Android,7.5,11.8,144.1,50.0,3.8,2185,7.5,4.6,130,Work
U01041,47,Female,Jaipur,Oppo,Android,4.5,33.7,83.3,72.0,2.0,207,0.7,4.0,545,Work
U01042,16,Male,Jaipur,Vivo,Android,3.8,34.7,16.7,96.0,4.9,7984,4.3,2.6,1774,Education
U01043,45,Male,Jaipur,Samsung,Android,2.4,14.9,294.8,145.0,4.5,7011,0.7,4.6,316,Gaming
U01044,22,Female,Kolkata,Samsung,iOS,7.1,30.1,278.1,10.0,3.7,2283,1.4,0.5,1705,Gaming
U01045,46,Male,Lucknow,Xiaomi,iOS,8.2,43.1,145.9,22.0,4.7,2695,4.2,2.4,1249,Work
U01046,20,Female,Jaipur,Xiaomi,iOS,9.7,32.1,285.7,147.0,4.7,1803,4.7,4.4,1965,Entertainment
U01047,34,Female,Kolkata,OnePlus,iOS,3.5,27.6,297.6,68.0,5.0,9088,7.7,3.9,1562,Social Media
U01048,29,Male,Ahmedabad,Realme,Android,7.9,3.8,99.5,73.0,4.4,7933,6.0,1.5,149,Education
U01049,31,Male,Delhi,Google Pixel,iOS,9.8,15.1,156.7,92.0,3.7,2663,7.1,1.2,433,Gaming
U01050,46,Male,Chennai,Xiaomi,Android,4.9,24.1,142.2,114.0,5.2,8315,4.2,3.8,1550,Education
U01051,16,Female,Delhi,Samsung,Android,1.8,38.8,160.3,184.0,5.7,2164,4.3,3.9,1854,Education
U01052,50,Female,Delhi,Vivo,iOS,6.6,33.1,255.0,25.0,1.2,831,4.7,2.0,884,Social Media
U01053,24,Male,Pune,Vivo,Android,7.2,13.2,177.9,33.0,2.9,7961,5.7,0.8,495,Education
U01054,33,Male,Chennai,Realme,iOS,5.7,23.7,17.3,193.0,5.6,6318,7.0,4.7,1235,Education
U01055,46,Male,Pune,Samsung,iOS,8.1,5.0,294.3,85.0,1.4,5845,1.6,2.4,376,Education
U01056,21,Male,Ahmedabad,Xiaomi,iOS,3.1,21.9,75.4,143.0,1.6,3161,6.1,4.5,1827,Education
U01057,47,Female,Bangalore,Oppo,Android,1.5,2.3,260.2,17.0,5.4,7086,3.4,3.3,656,Work
U01058,24,Female,Delhi,Vivo,iOS,8.3,14.2,18.0,32.0,5.4,3055,0.6,4.7,292,Social Media
U01059,29,Other,Kolkata,Vivo,Android,4.1,9.7,279.2,147.0,2.3,6409,5.2,0.2,734,Social Media
U01060,57,Male,Lucknow,Motorola,iOS,5.0,6.5,71.8,186.0,3.2,499,2.2,3.3,1440,Entertainment
U01061,20,Other,Bangalore,OnePlus,Android,10.1,2.1,292.3,133.0,3.7,1539,1.9,1.8,1321,Education
U01062,51,Female,Hyderabad,Vivo,iOS,8.8,36.2,36.3,19.0,3.1,4851,1.9,2.8,665,Entertainment
U01063,59,Female,Bangalore,Google Pixel,iOS,3.4,9.0,155.1,35.0,3.7,1039,2.8,4.5,1105,Gaming
U01064,48,Male,Kolkata,Nokia,Android,9.9,46.2,91.9,53.0,2.8,1151,3.7,1.1,573,Work
U01065,43,Male,Mumbai,Apple,Android,6.6,31.8,244.4,117.0,1.0,9336,0.6,1.6,1674,Social Media
U01066,45,Other,Kolkata,Apple,Android,9.2,42.0,26.3,68.0,1.6,117,1.9,0.3,372,Work
U01067,58,Female,Ahmedabad,Apple,iOS,3.3,40.5,110.2,99.0,5.0,2297,2.0,2.5,1788,Social Media
U01068,24,Other,Mumbai,Motorola,iOS,9.4,2.6,144.5,62.0,0.7,5681,7.9,2.7,1997,Entertainment
U01069,52,Other,Chennai,Vivo,iOS,8.7,12.5,261.5,192.0,4.2,9874,2.4,4.5,1196,Entertainment
U01070,57,Male,Pune,Realme,Android,6.9,28.5,48.7,45.0,2.2,213,4.6,4.6,514,Education
U01071,23,Female,Delhi,Xiaomi,Android,7.1,13.5,118.7,99.0,1.4,4906,0.5,0.5,120,Work
U01072,48,Female,Bangalore,Realme,iOS,9.4,33.0,283.9,99.0,0.7,4308,1.5,3.4,1058,Work
U01073,36,Female,Jaipur,Motorola,Android,10.6,28.5,66.1,15.0,5.0,8774,6.7,0.8,1165,Work
U01074,32,Male,Bangalore,Vivo,iOS,6.7,3.8,247.8,171.0,2.0,4305,2.2,3.7,1184,Social Media
U01075,49,Male,Pune,Realme,Android,5.6,13.6,53.3,34.0,0.7,2782,3.6,5.0,168,Entertainment
U01076,31,Male,Hyderabad,Nokia,Android,2.1,9.8,144.9,68.0,1.6,5312,1.8,2.6,1220,Work
U01077,17,Other,Delhi,Nokia,iOS,4.3,46.1,227.1,187.0,3.4,2505,6.5,0.3,1547,Entertainment
U01078,51,Male,Mumbai,Realme,Android,11.2,21.8,280.1,84.0,1.1,5537,3.7,4.1,1969,Entertainment
U01079,37,Other,Chennai,Samsung,iOS,9.6,16.8,117.7,98.0,3.4,8824,3.1,3.2,1200,Social Media
U01080,59,Male,Hyderabad,Samsung,iOS,10.2,6.1,165.1,193.0,3.3,6812,6.8,2.1,1299,Entertainment
U01081,17,Female,Lucknow,Motorola,Android,8.7,33.2,200.2,62.0,4.4,1731,2.2,2.2,178,Work
U01082,30,Female,Pune,Vivo,Android,8.4,41.2,55.4,34.0,0.8,9855,6.1,3.5,1423,Entertainment
U01083,42,Female,Jaipur,Google Pixel,Android,7.4,6.5,120.6,171.0,0.7,4008,8.0,0.8,435,Work
U01084,16,Male,Lucknow,Realme,iOS,11.1,20.4,113.2,47.0,4.4,4660,3.8,3.6,721,Gaming
U01085,23,Female,Delhi,Xiaomi,Android,7.1,8.7,88.2,34.0,1.5,985,3.7,1.3,1949,Social Media
U01086,46,Female,Delhi,Vivo,Android,9.8,21.0,156.5,144.0,3.2,2882,4.8,4.4,1119,Work
U01087,15,Female,Hyderabad,Samsung,iOS,3.7,41.8,221.7,93.0,5.6,6212,7.2,2.9,1903,Entertainment
U01088,30,Other,Chennai,Vivo,iOS,6.6,32.6,168.3,160.0,3.3,7805,7.0,4.8,1997,Education
U01089,20,Female,Lucknow,Nokia,Android,3.8,13.1,218.8,156.0,1.1,7861,5.0,2.6,862,Social Media
U01090,43,Female,Bangalore,Apple,iOS,2.4,35.2,250.3,73.0,3.0,8472,5.8,2.6,272,Work
U01091,55,Male,Hyderabad,Realme,Android,10.3,28.4,31.2,101.0,5.8,8959,5.0,2.1,1567,Work
U01092,41,Male,Pune,OnePlus,iOS,9.4,3.1,98.1,109.0,2.2,3590,5.1,0.6,667,Entertainment
U01093,60,Male,Kolkata,Motorola,iOS,10.5,39.4,230.3,164.0,2.4,6663,4.0,2.3,1511,Social Media
U01094,28,Other,Jaipur,Xiaomi,iOS,7.8,29.7,84.8,118.0,5.7,9845,3.4,0.8,1837,Entertainment
U01095,59,Other,Delhi,Apple,Android,2.2,16.1,60.4,148.0,2.5,4998,4.6,4.7,628,Gaming
U01096,45,Male,Hyderabad,Motorola,Android,1.8,29.6,131.4,193.0,3.7,4165,5.8,4.4,103,Gaming
U01097,48,Female,Delhi,Oppo,iOS,4.8,30.6,226.7,195.0,4.8,5230,5.8,2.8,439,Gaming
U01098,54,Male,Mumbai,Vivo,iOS,2.7,10.9,37.7,132.0,3.4,3765,3.2,1.8,329,Education
U01099,22,Male,Chennai,Realme,iOS,7.0,49.3,222.2,18.0,2.5,3001,5.7,1.7,619,Social Media
U01100,20,Male,Delhi,Apple,Android,6.7,19.8,16.1,193.0,5.7,3171,4.2,2.2,542,Work
U01101,43,Male,Kolkata,Samsung,Android,9.8,22.0,66.0,69.0,5.3,2545,5.6,0.1,149,Social Media
U01102,46,Other,Kolkata,Apple,iOS,8.7,1.1,23.2,16.0,2.7,330,5.3,3.9,457,Gaming
U01103,33,Female,Mumbai,Oppo,iOS,5.3,41.6,161.6,96.0,4.2,1073,5.2,3.1,1807,Entertainment
U01104,24,Other,Delhi,Oppo,iOS,7.0,40.1,185.9,50.0,4.1,9990,4.0,3.8,1066,Education
U01105,40,Other,Bangalore,Google Pixel,Android,8.4,33.4,219.2,145.0,2.0,5294,4.9,0.4,490,Education
U01106,21,Male,Ahmedabad,Apple,Android,1.1,29.1,112.6,132.0,3.4,1114,1.8,2.5,1028,Education
U01107,15,Male,Lucknow,OnePlus,Android,6.3,7.4,294.2,44.0,1.6,6349,6.4,0.9,1785,Work
U01108,30,Female,Jaipur,Apple,Android,5.5,48.2,298.6,153.0,4.9,2354,2.0,2.3,828,Work
U01109,33,Other,Bangalore,Apple,Android,11.7,19.8,183.5,174.0,3.8,1740,4.7,4.4,189,Entertainment
U01110,39,Female,Ahmedabad,Vivo,Android,10.8,16.1,228.5,74.0,0.9,272,1.6,1.3,1265,Work
U01111,24,Other,Mumbai,Motorola,Android,10.6,2.2,159.3,181.0,3.3,2641,6.2,4.3,1405,Gaming
U01112,56,Other,Pune,Xiaomi,Android,4.3,47.4,97.6,174.0,3.8,1091,2.8,4.6,213,Education
U01113,16,Male,Lucknow,Vivo,iOS,11.0,43.3,108.4,77.0,1.3,1297,6.5,2.9,1156,Social Media
U01114,16,Male,Lucknow,Samsung,iOS,5.7,47.3,277.7,95.0,4.1,622,1.7,0.3,653,Entertainment
U01115,20,Female,Bangalore,OnePlus,iOS,1.5,4.8,247.7,73.0,4.6,2225,5.5,3.8,659,Entertainment
U01116,24,Female,Pune,Realme,Android,8.7,30.6,21.9,193.0,0.9,8429,4.4,2.2,684,Social Media
U01117,31,Other,Mumbai,Nokia,Android,9.4,39.6,79.4,144.0,1.0,2691,6.5,0.3,396,Gaming
U01118,50,Female,Hyderabad,Realme,iOS,8.3,10.5,57.3,184.0,1.1,6312,3.9,4.7,1324,Work
U01119,35,Female,Pune,Nokia,iOS,11.2,46.2,35.1,156.0,1.2,7506,5.2,4.9,899,Social Media
U01120,51,Female,Hyderabad,Motorola,iOS,11.5,2.2,199.8,120.0,2.6,195,5.3,3.9,1265,Social Media
U01121,24,Male,Chennai,OnePlus,iOS,2.1,27.4,251.4,88.0,2.5,3707,2.9,1.7,1773,Entertainment
U01122,48,Other,Jaipur,Apple,Android,10.5,32.4,253.3,98.0,2.4,9696,1.1,0.2,231,Gaming
